request_id,timestamp,capital_net,marital.status_Married-civ-spouse,is_married,capital_gain_log,capital.gain,age,marital.status_Never-married,education.num,has_higher_education,age_group_Young,hours.per.week,has_capital_activity,is_prime_age,capital.loss,relationship_Own-child,sex_Male,hours_category_Part-time,age_group_Mid-Career,occupation_Exec-managerial,relationship_Not-in-family,relationship_Unmarried,occupation_Other-service,hours_category_Overtime,occupation_Prof-specialty,workclass_Self-emp-inc,age_group_Senior,race_White,is_overworker,race_Black,hours_category_Standard,prediction,probability,model_version
8e64deb3-5830-4269-891f-5c5ee367c008,2026-02-19 13:21:10,0.0,0.0,0.0,0.0,0.0,-0.4,1.0,1.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.02945646457374096,1.0.0
1b40ec40-3be3-4944-ae20-2fd79aa703b7,2026-02-19 13:21:14,0.0,1.0,1.0,0.0,0.0,1.05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.7917906045913696,1.0.0
387616f1-c306-4e50-ab2b-a3bd70713d61,2026-02-19 13:21:20,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1583845615386963,1.0.0
c786e3e2-f433-41db-81dc-394ca979d157,2026-02-19 13:21:26,0.0,1.0,1.0,0.0,0.0,0.4,0.0,-0.3333333333333333,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.675274133682251,1.0.0
b971e50e-3525-4213-a245-2960bc2d4efd,2026-02-19 13:21:30,-1887.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1887.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.29250794649124146,1.0.0
db73cf0f-3b8d-40de-85df-ae623f7b79b6,2026-02-19 13:21:41,5013.0,1.0,1.0,8.519989278718239,5013.0,-0.1,0.0,1.6666666666666667,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13243503868579865,1.0.0
559d218a-08b4-48de-8ce9-295ba4ec4313,2026-02-19 13:21:47,99999.0,1.0,1.0,11.512925464970229,99999.0,1.5,0.0,1.0,1.0,0.0,-4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.9961496591567993,1.0.0
a61aab3a-0234-46a9-a21f-8697fe8bc874,2026-02-22 07:04:53,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,1.0,-7.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1751469173759688e-05,1.0.0
794a49d4-db4f-4b4c-bb4d-27b18e7cbde9,2026-02-22 07:11:14,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.02309594489634037,1.0.0
be5a1e69-3e3b-4672-9739-a4e272f50efb,2026-02-22 07:11:36,25000.0,1.0,1.0,10.12667110305036,25000.0,0.9,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.9961611032485962,1.0.0
4816ab1d-0f5a-4f30-8176-17261f5966d0,2026-02-22 07:12:08,0.0,0.0,0.0,0.0,0.0,-0.9,1.0,0.0,0.0,1.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.660152520344127e-06,1.0.0
121334c1-7e15-4c57-956b-fab208844336,2026-02-22 07:12:28,0.0,1.0,1.0,0.0,0.0,0.25,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9055684804916382,1.0.0
d5ff1e32-3b6f-4233-96e8-ad24916a919d,2026-02-22 07:13:06,15024.0,1.0,1.0,9.617470759403409,15024.0,0.55,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.9999845027923584,1.0.0
92a5b5d2-f2a7-441a-8893-86fb6b5eb63f,2026-02-22 07:13:30,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.08883216232061386,1.0.0
5bea4c4c-df4e-4a73-af73-16d7a0392a75,2026-02-22 07:13:59,-2500.0,0.0,0.0,0.0,0.0,-0.35,1.0,1.3333333333333333,1.0,0.0,2.0,1.0,0.0,2500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9865567088127136,1.0.0
e2a2c2af-632f-47fb-9c46-7478dad49e13,2026-02-22 07:14:18,99999.0,1.0,1.0,11.512925464970229,99999.0,1.65,0.0,1.0,1.0,0.0,-5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.9869966506958008,1.0.0
bfb762c4-156e-42ae-a328-43fc86b8923e,2026-02-22 07:14:33,0.0,1.0,1.0,0.0,0.0,-0.1,0.0,-0.3333333333333333,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.4571814239025116,1.0.0
08bac1d0-98c5-40c7-b4fb-4c8fe1671c27,2026-02-22 07:14:47,0.0,1.0,1.0,0.0,0.0,0.4,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.8579279780387878,1.0.0
